Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,week,Day,Day_of_week,Lag_1,Lag_7,Rolling_mean_7
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,10,4,1540163.53,1385065.2,1477293.312857143
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,17,4,1507460.69,1371986.6,1452925.5285714287
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,24,4,1430378.67,1605491.78,1467526.6314285714
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,1,4,1351791.03,1508237.76,1479744.6542857143
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,8,4,1453329.5,1513080.49,1482696.4185714286
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,15,4,1508239.93,1449142.92,1468849.0957142857
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,22,4,1459409.1,1540163.53,1481881.182857143
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,29,4,1345454.0,1507460.69,1499366.252857143
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,5,4,1384209.22,1430378.67,1507707.9771428572
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,12,4,1551659.28,1351791.03,1471465.0128571428
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,19,4,1494479.49,1453329.5,1463620.9757142856
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,26,4,1483784.18,1508239.93,1462929.4671428571
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,3,4,1955624.11,1459409.1,1464396.0642857142
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,10,4,1548033.78,1345454.0,1436580.4171428569
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,17,4,1682614.26,1384209.22,1418973.0642857142
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,24,4,1891034.93,1551659.28,1436298.8657142855
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,31,4,2387950.2,1494479.49,1456682.9314285715
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,7,4,1367320.01,1483784.18,1461033.5999999999
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,14,4,1444732.28,1955624.11,1524945.6257142858
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,21,4,1391013.96,1548033.78,1537606.2942857144
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,28,4,1327405.42,1682614.26,1585772.0457142855
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,4,4,1316899.31,1891034.93,1658175.7185714287
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,11,4,1606629.58,2387950.2,1777645.8499999999
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,18,4,1649614.93,1367320.01,1759480.2100000002
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,25,4,1686842.78,1444732.28,1753901.3671428573
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,4,4,1456800.28,1391013.96,1673242.7742857144
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,11,4,1636263.41,1327405.42,1641724.4371428571
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,18,4,1553191.63,1316899.31,1589479.4442857145
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,25,4,1576818.06,1606629.58,1548850.1085714286
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,1,4,1541102.38,1649614.93,1443373.6414285714
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,8,4,1495064.75,1686842.78,1489019.7514285713
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,15,4,1614259.35,1456800.28,1490743.7514285718
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,22,4,1559889.0,1636263.41,1525779.3871428573
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,29,4,1564819.81,1553191.63,1558034.56
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,6,4,1455090.69,1576818.06,1595165.81
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,13,4,1629391.28,1541102.38,1585804.7814285713
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,20,4,1604775.58,1495064.75,1563726.184285714
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,27,4,1428218.27,1614259.35,1553357.1228571427
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,3,4,1466046.67,1559889.0,1568084.0828571427
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,10,4,1635078.41,1564819.81,1557877.854285714
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,17,4,1588948.32,1455090.69,1543863.434285714
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,24,4,1532114.86,1629391.28,1551373.8942857143
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,1,4,1438830.15,1604775.58,1560470.065714286
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,8,4,1488538.09,1428218.27,1550920.5685714285
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,15,4,1534849.64,1466046.67,1529747.3285714283
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,22,4,1455119.97,1635078.41,1540488.672857143
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,29,4,1396926.82,1588948.32,1543935.602857143
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,5,4,1352219.79,1532114.86,1554939.0557142857
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,12,4,1624383.75,1438830.15,1527716.0371428572
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,19,4,1525147.09,1488538.09,1511110.6814285715
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,26,4,1530761.43,1534849.64,1526343.7342857143
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,2,4,1464693.46,1455119.97,1524782.777142857
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,9,4,1550229.22,1396926.82,1490761.1214285714
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,16,4,1540471.24,1352219.79,1456942.76
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,23,4,1514259.78,1624383.75,1470124.03
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,30,4,1380020.27,1525147.09,1482455.0214285715
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,7,4,1394561.83,1530761.43,1488486.927142857
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,14,4,1630989.95,1464693.46,1478464.6157142855
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,21,4,1493525.93,1550229.22,1492051.6514285714
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,28,4,1502562.78,1540471.24,1512557.9971428572
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,4,1445249.09,1514259.78,1535706.567142857
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,11,4,1697229.58,1380020.27,1500797.4985714287
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,18,4,1594938.89,1394561.83,1482142.4614285715
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,25,4,1539483.7,1630989.95,1496460.8214285714
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,2,4,2033320.66,1493525.93,1500579.7457142856
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,9,4,1584083.95,1502562.78,1493770.2542857144
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,16,4,1799682.38,1445249.09,1480167.09
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,23,4,1881176.67,1697229.58,1506305.6328571432
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,30,4,2270188.99,1594938.89,1537008.2928571426
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,5,4,0.0,0.0,0.0
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,12,4,2136989.46,0.0,0.0
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,19,4,2137809.5,0.0,0.0
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,26,4,2124451.54,0.0,0.0
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,5,4,1865097.27,0.0,0.0
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,12,4,1991013.13,0.0,0.0
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,19,4,1990483.78,0.0,0.0
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,26,4,1946070.88,2136989.46,0.0
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,2,4,1750197.81,2137809.5,0.0
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,9,4,2066187.72,2124451.54,0.0
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,16,4,1954689.21,1865097.27,0.0
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,23,4,1874957.94,1991013.13,0.0
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,30,4,1821990.93,1990483.78,0.0
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,7,4,1802450.29,1946070.88,2027416.5085714287
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,14,4,2042581.71,1750197.81,1972160.5585714285
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,21,4,1880752.36,2066187.72,1961928.8757142858
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,28,4,1896937.1,1954689.21,1937677.1142857145
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,4,4,1957113.89,1874957.94,1939085.7814285716
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,11,4,2102539.93,1821990.93,1914939.7528571428
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,18,4,2025538.76,1802450.29,1888077.8257142857
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,25,4,2001636.96,2042581.71,1901865.087142857
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,2,4,1939927.09,1880752.36,1920515.7371428572
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,9,4,2003940.64,1896937.1,1896337.077142857
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,16,4,1880902.62,1957113.89,1896683.4599999997
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,23,4,1845879.79,2102539.93,1929195.172857143
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,30,4,1781717.71,2025538.76,1958273.4342857145
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,6,4,1804246.16,2001636.96,1986728.672857143
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,13,4,1991909.98,1939927.09,1972063.7271428572
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,20,4,1895601.05,2003940.64,1989662.052857143
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,27,4,1964335.23,1880902.62,1987371.4128571427
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,3,4,1863840.49,1845879.79,1971480.8271428572
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,10,4,1904608.09,1781717.71,1925649.0814285711
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,17,4,1839128.83,1804246.16,1894035.8528571427
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,24,4,1793903.6,1991909.98,1892646.2842857144
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,1,4,1724557.22,1895601.05,1886313.992857143
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,40,8,4,1827440.43,1964335.23,1880656.077142857
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,15,4,1849921.44,1863840.49,1878218.6300000001
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,22,4,1794355.49,1904608.09,1886608.387142857
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,29,4,1737947.64,1839128.83,1894809.9757142856
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,5,4,1802755.11,1793903.6,1893332.4671428574
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,12,4,1939061.41,1724557.22,1855139.2157142856
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,19,4,1916812.74,1827440.43,1845401.984285714
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,26,4,1956739.17,1849921.44,1829057.1571428573
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,3,4,2658725.29,1794355.49,1819130.7285714287
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,49,10,4,2015781.27,1737947.64,1795322.092857143
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,17,4,2378726.55,1802755.11,1790125.847142857
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,24,4,2609166.75,1939061.41,1810862.6771428569
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,31,4,3436007.68,1916812.74,1838327.7514285713
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,7,4,1750434.55,1956739.17,1856799.0
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,2,14,4,1758050.79,2658725.29,1972342.407142857
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,3,21,4,1744193.58,2015781.27,2003974.6614285712
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,4,28,4,1751384.9,2378726.55,2095514.5057142857
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,5,4,4,1695371.68,2609166.75,2210716.1685714284
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,6,11,4,1929346.23,3436007.68,2424565.6357142855
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,7,18,4,2168041.61,1750434.55,2400797.322857143
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,8,25,4,2080884.82,1758050.79,2372413.2685714285
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,9,4,4,1833511.08,1744193.58,2241765.8814285714
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,10,11,4,1981607.78,1751384.9,2203994.9714285717
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,11,18,4,1879107.31,1695371.68,2106372.847142857
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,12,25,4,1902557.66,1929346.23,2009255.6300000001
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,13,1,4,1766162.05,2168041.61,1828117.6199999999
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,14,8,4,1800171.36,2080884.82,1875324.8014285716
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,15,4,1847552.61,1833511.08,1886104.842857143
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,16,22,4,1856467.84,1981607.78,1920021.157142857
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,17,29,4,1886339.6,1879107.31,1938267.2157142856
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,18,6,4,1745545.28,1902557.66,1967865.2128571428
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,19,13,4,1837743.6,1766162.05,1944553.1871428571
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,20,4,1838513.07,1800171.36,1892000.2942857144
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,21,27,4,1688281.86,1847552.61,1858667.1214285714
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,22,3,4,1797732.56,1856467.84,1861946.6585714284
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,23,10,4,1933756.21,1886339.6,1848336.9185714286
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,24,17,4,1929153.16,1745545.28,1829256.6285714286
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,25,24,4,1953771.99,1837743.6,1819997.4771428572
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,26,1,4,1790925.8,1838513.07,1830333.3371428573
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,27,8,4,1866243.0,1688281.86,1814349.1228571427
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,28,15,4,1853161.99,1797732.56,1807231.972857143
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,29,22,4,1785187.29,1933756.21,1818273.1685714286
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,30,29,4,1743816.41,1929153.16,1824389.3914285714
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,8,31,5,4,1680693.06,1953771.99,1854136.0642857142
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,8,32,12,4,1876704.26,1790925.8,1847447.8071428572
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,33,19,4,1812768.26,1866243.0,1851409.2257142856
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,34,26,4,1844094.59,1853161.99,1874963.53
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,35,2,4,1821139.91,1785187.29,1873171.3485714286
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,36,9,4,1809119.7,1743816.41,1846037.0914285716
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,37,16,4,1748000.65,1680693.06,1810542.7914285716
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,38,23,4,1691439.52,1876704.26,1799533.1157142858
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,39,30,4,1669299.78,1812768.26,1802653.4671428571
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,40,7,4,1650394.44,1844094.59,1799489.4085714284
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,41,14,4,1837553.43,1821139.91,1794914.8257142857
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,42,21,4,1743882.19,1809119.7,1798333.7414285715
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,43,28,4,1834680.25,1748000.65,1798931.49
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,11,44,4,4,1769296.25,1691439.52,1800466.6985714287
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,45,11,4,1959707.9,1669299.78,1770837.4871428572
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,46,18,4,1920725.15,1650394.44,1747641.2271428572
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,47,25,4,1902762.5,1837553.43,1746706.7757142857
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,12,48,2,4,2614202.3,1743882.19,1735669.9585714287
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,49,9,4,1954952.0,1834680.25,1739321.4657142858
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,50,16,4,2290549.32,1769296.25,1742363.6942857143
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,51,23,4,2432736.52,1959707.9,1780687.7485714287
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,52,30,4,3224369.8,1920725.15,1816605.6585714284
3,2010-02-05,461622.22,0,45.71,2.572,214.4248812,7.368,2010,2,5,5,4,0.0,0.0,0.0
3,2010-02-12,420728.96,1,47.93,2.548,214.5747916,7.368,2010,2,6,12,4,461622.22,0.0,0.0
3,2010-02-19,421642.19,0,47.07,2.514,214.6198868,7.368,2010,2,7,19,4,420728.96,0.0,0.0
3,2010-02-26,407204.86,0,52.05,2.561,214.6475127,7.368,2010,2,8,26,4,421642.19,0.0,0.0
3,2010-03-05,415202.04,0,53.04,2.625,214.6751386,7.368,2010,3,9,5,4,407204.86,0.0,0.0
3,2010-03-12,384200.69,0,63.08,2.667,214.7027646,7.368,2010,3,10,12,4,415202.04,0.0,0.0
3,2010-03-19,375328.59,0,60.42,2.72,214.5301219,7.368,2010,3,11,19,4,384200.69,0.0,0.0
3,2010-03-26,359949.27,0,57.06,2.732,214.3241011,7.368,2010,3,12,26,4,375328.59,461622.22,0.0
3,2010-04-02,423294.4,0,65.56,2.719,214.1180803,7.343,2010,4,13,2,4,359949.27,420728.96,0.0
3,2010-04-09,415870.28,0,68.0,2.77,213.9120595,7.343,2010,4,14,9,4,423294.4,421642.19,0.0
3,2010-04-16,354993.26,0,66.98,2.808,213.7726889,7.343,2010,4,15,16,4,415870.28,407204.86,0.0
